Sr. No.,Date(dd/mm/yyyy),Startup Name,Industry/ Vertical,Sub-Vertical,City / Location,Investors’ Name,InvestmentType,Amount (in USD),Year,Source_File,Date,Industry/Vertical,City,Investor Name,Investment Type,Amount(in USD),Invest-mentType
32.0,,Sky Met Weather,,Weather Forecast Platform,,,,,2017,Dec_2017.csv,18/12/2017,Technology,Noida,InsuResillience Investment Fund,Private Equity,,
33.0,,Springboard,,Online Courses and Mentoring from Experts,,,,,2017,Dec_2017.csv,19/12/2017,Technology,Bengaluru,"Costanoa, Learn Capital, Jyoti Bansal",Private Equity,"9,500,000",
34.0,,Peel Works,,SaaS based Big Data Analytics Platform,,,,,2017,Dec_2017.csv,19/12/2017,Technology,Mumbai,Unilever Ventures,Private Equity,,
35.0,,9Stacks,,Online Poker Platform,,,,,2017,Dec_2017.csv,19/12/2017,Technology,Delhi,"Swati Gupta, Purnima Khandelwal, Maheshwar Peri, Sanjay Singh",Private Equity,"1,500,000",
36.0,,Your Quote,,Vernacular and Video Content Platform,,,,,2017,Dec_2017.csv,20/12/2017,Technology,Bengaluru,"Axilor Ventures, E-City VEntures Atul Goel",Private Equity,"1,000,000",
37.0,,Spandana Sphoorty,,Micro finance institution providing small ticket unsecured loans to women,,,,,2017,Dec_2017.csv,20/12/2017,Finance,Hyderabad,"Kedaraa Capital, Ontario Teachers'",Private Equity,"19,500,000",
38.0,,Indus OS,,Regional Operating System for Smartphones,,,,,2017,Dec_2017.csv,21/12/2017,Technology,Mumbai,Omidyar Network,Private Equity,"4,000,000",
39.0,,EasyEcom,,Ecommerce enabler platform,,,,,2017,Dec_2017.csv,21/12/2017,E-Commerce,Bengaluru,"Ambarish Gupta, Aneesh Reddy, Bold Ventures, Vona Investments",Seed/Angel Funding,"150,000",
40.0,,IGP.com,,Online Gifting Platform,,,,,2017,Dec_2017.csv,21/12/2017,E-Commerce,Uttar Pradesh,Venture Catalysts,Private Equity,,
41.0,,Specsmakers,,Online Spects Platform for Men and Women,,,,,2017,Dec_2017.csv,26/12/2017,E-Commerce,Chennai,Eight Roads Ventures India,Private Equity,"10,000,000",
42.0,,Garage On Road,,Online vehicle service booking platform,,,,,2017,Dec_2017.csv,27/12/2017,E-Commerce,Noida,Gaurav Gupta,Private Equity,,
43.0,,Foyr.com,,Realty Tech Startup solving real life Interior Designing problems,,,,,2017,Dec_2017.csv,27/12/2017,Technology,Hyderabad,Jones Lang LaSalle,Private Equity,"3,800,000",
1.0,02/02/2017,Clodura,Technology,Intelligent Sales Assistant,Pune,Undisclosed Investors,,,2017,Feb_2017.csv,,,,,,,Seed Funding
2.0,03/02/2017,Stockroom.io,Consumer Internet,Curated Platform for Developers,Hyderabad,"Satya D Sinha, Gyanendra Singh",,,2017,Feb_2017.csv,,,,,,,Seed Funding
3.0,06/02/2017,Capital Float,Consumer Internet,Online lending platform,Bangalore,IFMR Capital Finance,,"2,500,000",2017,Feb_2017.csv,,,,,,,Private Equity
4.0,06/02/2017,iManageMyHotel,Technology,Hotel Management Solution,Kolkata,Jaarvis Accelerator,,,2017,Feb_2017.csv,,,,,,,Seed Funding
5.0,07/02/2017,Inner Hour,Consumer Internet,Online Counselling Platform,Mumbai,"Batlivala & Karani Securities, Venture Works",,"450,000",2017,Feb_2017.csv,,,,,,,Seed Funding
6.0,07/02/2017,Travel Triangle,Consumer Internet,Online travel agent marketplace,Noida,"RB Investments, SAIF Partners, Bessemer Venture Partners",,"10,000,000",2017,Feb_2017.csv,,,,,,,Private Equity
7.0,08/02/2017,Wandertrails,Consumer Internet,"Online Travel, Adventure & Activities Portal",Bangalore,Earlsfield Capital,,"1,000,000",2017,Feb_2017.csv,,,,,,,Seed Funding
8.0,08/02/2017,Zenatix,Technology,IoT Based Energy Monitoring & Control,Gurgaon,"pi Ventures, Blume Ventures",,"1,200,000",2017,Feb_2017.csv,,,,,,,Private Equity
9.0,08/02/2017,Cartrade,Consumer Internet,Automobile Classifieds Portal,Mumbai,Temasek Holdings,,"55,000,000",2017,Feb_2017.csv,,,,,,,Private Equity
10.0,08/02/2017,MindYourFleet,Technology,Car Rental Software Solutions,Noida,"Japan Vyas, Tarun Adlakha",,,2017,Feb_2017.csv,,,,,,,Seed Funding
11.0,08/02/2017,Edurev,Consumer Internet,Online Education Portal,Gurgaon,Facebook FB Start programme,,"40,000",2017,Feb_2017.csv,,,,,,,Seed Funding
12.0,09/02/2017,Voonik,ECommerce,Women Apparel & Lifestyle etailer,Bangalore,"RB Investments, Sequoia Capital",,"6,000,000",2017,Feb_2017.csv,,,,,,,Private Equity
13.0,09/02/2017,1Crowd,Finance,Startup Crowd-funding platform,Mumbai,Ganesh Natarajan,,,2017,Feb_2017.csv,,,,,,,Seed Funding
14.0,09/02/2017,Wooplr,ECommerce,Women Fashion Portal,Bangalore,"Sistema Asia Fund, Amereus Group, Helion Ventures",,"8,000,000",2017,Feb_2017.csv,,,,,,,Private Equity
15.0,10/02/2017,48East,ECommerce,Online Food Delivery Platform,Bangalore,Al Dhaheri family,,"500,000",2017,Feb_2017.csv,,,,,,,Private Equity
16.0,10/02/2017,Redesyn,Consumer Internet,Tech Enabler for Artists,Mumbai,ThinQbate,,,2017,Feb_2017.csv,,,,,,,Seed Funding
17.0,13/02/2017,Sigtuple,Technology,Medical Automation platform,Bangalore,"Accel Partners, IDG Ventures, Endiya Partners, pi Ventures, VH Capital, Axilor Partners",,"5,800,000",2017,Feb_2017.csv,,,,,,,Private Equity
18.0,13/02/2017,Flutura,Technology,Decision Sciences Analytics Solutions,Bangalore,"Vertex Ventures, Lumis Partners",,"7,500,000",2017,Feb_2017.csv,,,,,,,Private Equity
19.0,13/02/2017,Wassup,Consumer Internet,On Demand Laundry & Dry Cleaning Services,Chennai,Anil Jain & other HNIs,,"3,200,000",2017,Feb_2017.csv,,,,,,,Private Equity
20.0,13/02/2017,Better Mortgage,Consumer Internet,Mortgage Offering Platform,Gurgaon,"Kleiner Perkins, Goldman Sachs, Pine Brook",,"15,000,000",2017,Feb_2017.csv,,,,,,,Private Equity
21.0,13/02/2017,Nurturey,Consumer Internet,Parenting Mobile App,New Delhi,Mohit Joshi & Others,,"330,000",2017,Feb_2017.csv,,,,,,,Seed Funding
22.0,13/02/2017,Fyle,Technology,Expense Management Solution,Bangalore,Pravega Ventures,,"400,000",2017,Feb_2017.csv,,,,,,,Seed Funding
23.0,14/02/2017,GoBumpr,Consumer Internet,Online Bike & Car Services provider,Chennai,"Mahalingam K, Girish Mathrubootham",,"300,000",2017,Feb_2017.csv,,,,,,,Seed Funding
24.0,14/02/2017,CCAvenue,Consumer Internet,Online Payment Gateway,Mumbai,Infibeam,,"22,400,000",2017,Feb_2017.csv,,,,,,,Private Equity
25.0,14/02/2017,Connaizen,Technology,Data Analytics platform,New Delhi,Vikram Sud,,,2017,Feb_2017.csv,,,,,,,Seed Funding
26.0,15/02/2017,Innov8,Consumer Internet,Co-Working Space Platform,New Delhi,"Vijay Shekhar Sharma, Rajan Anandan, Kunal Shah, Girish Mathrubootham, Punit Soni, Anand Chandrasekaran, Sunil Kalra, Utsav Somani, Vishal Gondal, Vikram Limaye",,,2017,Feb_2017.csv,,,,,,,Seed Funding
27.0,15/02/2017,ZestMoney,Consumer Internet,Online Consumer Lending platform,Bangalore,"PayU, Ribbit Capital, Omidyar Network",,"6,500,000",2017,Feb_2017.csv,,,,,,,Private Equity
28.0,15/02/2017,AirZaar,Technology,Drone operations management platform,Missourie,Quake Capital,,"350,000",2017,Feb_2017.csv,,,,,,,Seed Funding
29.0,16/02/2017,Truebil,Consumer Internet,Online Marketplace for Used Cars,Mumbai,Shunwei Capital,,"3,000,000",2017,Feb_2017.csv,,,,,,,Private Equity
30.0,16/02/2017,YourStory,Consumer Internet,Online Media,Bangalore,"Kalaari Capital Partners, Qualcomm, 3ONE4 Capital Advisors, UC-RNT",,"3,000,000",2017,Feb_2017.csv,,,,,,,Private Equity
31.0,17/02/2017,Imaginate,Technology,AR & VR platform,Hyderabad,SRI Capital,,"500,000",2017,Feb_2017.csv,,,,,,,Seed Funding
32.0,17/02/2017,The Ken,Consumer Internet,Online Media Platform,Bangalore,"Aprameya Radhakrishna, Deepak Natraj, Girish Mathrubootham, Mahesh Murthy, Pallav Nadhani, Pavan Ongole, Sandeep Mathur, Vijay Shekhar Sharma & Others",,"400,000",2017,Feb_2017.csv,,,,,,,Seed Funding
33.0,17/02/2017,Urban Ladder,ECommerce,Online Furniture Store,Bangalore,"Kalaari Capital, SAIF Partners, Steadview Capital, Sequoia Capital",,"15,200,000",2017,Feb_2017.csv,,,,,,,Private Equity
34.0,17/02/2017,Aisle,Consumer Internet,Online match-making app,Bangalore,"Konglo Ventures, White Unicorn Ventures, LetsVenture",,,2017,Feb_2017.csv,,,,,,,Seed Funding
35.0,17/02/2017,TownScript,Consumer Internet,DIY event registration and ticketing portal,Pune,BookMyShow,,,2017,Feb_2017.csv,,,,,,,Private Equity
36.0,17/02/2017,Leopetra,eCommerce,Solution provider for pet needs,Mumbai,Facebook FBStart,,"40,000",2017,Feb_2017.csv,,,,,,,Seed Funding
37.0,18/02/2017,Blood n Care,Consumer Internet,First Aid care app,Gurgaon,Facebook FBStart,,"40,000",2017,Feb_2017.csv,,,,,,,Seed Funding
38.0,20/02/2017,Flipkart,eCommerce,Online Marketplace,Bangalore,"Bennett, Coleman and Co. Ltd (BCCL)",,"38,700,000",2017,Feb_2017.csv,,,,,,,Private Equity
39.0,21/02/2017,True Balance,Consumer Internet,Mobile balance Checking App,Gurgaon,"Softbank Ventures Korea, IMM Investment",,"15,000,000",2017,Feb_2017.csv,,,,,,,Private Equity
40.0,22/02/2017,Vebbler,Consumer Internet,Photo Sharing for Groups,Bangalore,Facebook FBStart,,"40,000",2017,Feb_2017.csv,,,,,,,Seed Funding
42.0,23/02/2017,Get My Parking,Consumer Internet,Smart Parking Platform,New Delhi,"Indian Angel Network (IAN), BEENEXT, The Chennai Angels, Sunil Munjal",,"1,100,000",2017,Feb_2017.csv,,,,,,,Private Equity
43.0,23/02/2017,Lets Reap,Consumer Internet,B2B Mobile App for Pharmacies,Mumbai,"Kunal Shah, Sandeep Tandon, Nitin Saluja, Gagan Goyal",,,2017,Feb_2017.csv,,,,,,,Seed Funding
44.0,24/02/2017,Oglas,Consumer Internet,Mobile Advertising App,Noida,"Pankaj Rungta, Yogesh Agarwal",,,2017,Feb_2017.csv,,,,,,,Seed Funding
45.0,27/02/2017,Staydobe,Consumer Internet,Co-Living Spaces Aggregator,Bangalore,Ishan Manaktala,,,2017,Feb_2017.csv,,,,,,,Seed Funding
46.0,27/02/2017,Biryani By Kilo,Consumer Internet,Online Food Ordering & Delivery Portal,Gurgaon,"Chandigarh Angels, Ashish Gupta, Rohit, Ashish Chand, Sunil Singh & Others",,"375,000",2017,Feb_2017.csv,,,,,,,Seed Funding
47.0,27/02/2017,Johari Shop,ECommerce,Online Jewellery etailer,Bangalore,Undisclosed Investors,,"94,000",2017,Feb_2017.csv,,,,,,,Seed Funding
48.0,28/02/2017,NeoStencil,Consumer Internet,Live Online Coaching Classes,New Delhi,"Brand Capital, Paragon Trust",,"1,000,000",2017,Feb_2017.csv,,,,,,,Private Equity
49.0,28/02/2017,Blackbuck,Logistics,Online freight aggregator,Bangalore,"Sands Capital, IFC, Accel Partners, Flipkart, Sanjiv Rangrass",,"70,000,000",2017,Feb_2017.csv,,,,,,,Private Equity
50.0,28/02/2017,,,,,,,,2017,Feb_2017.csv,,,,,,,
1.0,02/01/2017,TaxSutra,Consumer Internet,Online Tax Filing platform,Pune,"TV Mohandas Pai, V Balakrishnan, PV Srinivasan",,"366,000",2017,Jan_2017.csv,,,,,,,Seed Funding
2.0,03/01/2017,TempoGo,Technology,IoT & SAAS Solutions for Transportation Industry,Panaji,K2 Capital,,"825,000",2017,Jan_2017.csv,,,,,,,Seed Funding
3.0,03/01/2017,GoFynd,ecommerce,Fashion ecommerce portal,Mumbai,"Anand Chandrasekaran, Rajiv Mehta, Ramakant Sharma",,,2017,Jan_2017.csv,,,,,,,Seed Funding
4.0,03/01/2017,Vow Car Clinic,Consumer Internet,Online/App Based Car cleaning service provider,Gurgaon,Vishal Malik,,,2017,Jan_2017.csv,,,,,,,Seed Funding
5.0,04/01/2017,LearnTron,Technology,Blended Learning Delivery App for Schools & Corporates,Chennai,Kae Capital,,,2017,Jan_2017.csv,,,,,,,Seed Funding
6.0,05/01/2017,MobiDent,Consumer Internet,Dentist Appointments booking platform,Bangalore,DanGold Investment Corp,,,2017,Jan_2017.csv,,,,,,,Private Equity
7.0,05/01/2017,Yostra,Technology,Healthcare Technology Solutions,Bangalore,"Marico Innovation Foundation (MIF), Villgro",,,2017,Jan_2017.csv,,,,,,,Private Equity
8.0,06/01/2017,Leap India,Logistics,Supply Chain Solutions Provider,Mumbai,"India Nivesh Growth Fund, Sixth Sense, TCI Ventures",,"13,000,000",2017,Jan_2017.csv,,,,,,,Private Equity
9.0,07/01/2017,FreeCharge,Consumer Internet,Mobile Wallet,Mumbai,Jasper Infotech Pvt Ltd,,"57,000,000",2017,Jan_2017.csv,,,,,,,Private Equity
10.0,09/01/2017,TicketNew,Consumer Internet,Movie Ticket Booking platform,Chennai,Alibaba Pictures,,"35,000,000",2017,Jan_2017.csv,,,,,,,Private Equity
11.0,10/01/2017,Intelligence Node,Technology,SAAS Based Retail Analytics Solutions,Mumbai,BlackSoil Capital Pvt Ltd,,"800,000",2017,Jan_2017.csv,,,,,,,Private Equity
12.0,10/01/2017,Securens,Technology,e-surveillance services provider,Mumbai,"Mayfield India, Trifecta Capital",,"5,000,000",2017,Jan_2017.csv,,,,,,,Private Equity
13.0,10/01/2017,Loan Frame,Consumer Internet,Small Business Loans Marketplace platform,Gurgaon,"Vedanta Capital, William Campbell, Toos N Daruvala",,"2,250,000",2017,Jan_2017.csv,,,,,,,Private Equity
14.0,10/01/2017,DriveSkool,Consumer Internet,online marketplace for driving schools,Bangalore,Aavya Ventures,,,2017,Jan_2017.csv,,,,,,,Seed Funding
15.0,10/01/2017,Medinfi,Consumer Internet,Doctor & Clinic Discovery portal,Bangalore,"Vinod Martin, Evan Lim, Kanchan Ghoshal, Ram Kumar Kakani",,"100,000",2017,Jan_2017.csv,,,,,,,Seed Funding
16.0,10/01/2017,LensKart,eCommerce,Online eyewear retailer,Bangalore,Ronnie Screwvala,,"3,500,000",2017,Jan_2017.csv,,,,,,,Private Equity
17.0,11/01/2017,InstaOffice,Consumer Internet,CoWorking Spaces booking platform,Gurgaon,"Zishaan Hayath, Karan Chellani, Mohit Satyan",,,2017,Jan_2017.csv,,,,,,,Seed Funding
18.0,12/01/2017,Hansel.io,Consumer Internet,Real-time Mobile App Management Platform,Bangalore,"IDG Ventures, Endiya Partners",,"1,350,000",2017,Jan_2017.csv,,,,,,,Private Equity
19.0,12/01/2017,Square Yards,Consumer Internet,Property Search Aggregator platform,Gurgaon,"Lohia Group, Andre Hoffman",,"10,000,000",2017,Jan_2017.csv,,,,,,,Private Equity
20.0,13/01/2017,Roambee,Technology,IoT smart Logistics and Asset Management Company,Mumbai,Deutsche Telekom Strategic Investments & Others,,"4,100,000",2017,Jan_2017.csv,,,,,,,Private Equity
21.0,13/01/2017,PaisaWapas,Consumer Internet,Cashback & Coupons platform,Bangalore,Vividhity Ventures,,,2017,Jan_2017.csv,,,,,,,Seed Funding
22.0,13/01/2017,iService,Consumer Internet,Gadgets Repair & Service Booking platform,Bangalore,"Blume Ventures, Girish Mathrubootham, Aprameya Radhakrishna",,"440,000",2017,Jan_2017.csv,,,,,,,Seed Funding
23.0,14/01/2017,Unacademy,Consumer Internet,Online learning platform,Bangalore,"Nexus Venture Partners, Blume Ventures",,"4,500,000",2017,Jan_2017.csv,,,,,,,Private Equity
24.0,14/01/2017,SecururAX,Technology,Cloud-based solutions provider,Bangalore,"Axilor Ventures, Parampara Early Stage Opportunities Fund & Others",,,2017,Jan_2017.csv,,,,,,,Private Equity
25.0,16/01/2017,Leadburg,Consumer Internet,Personality Development Mobile App,Bangalore,"Harsh V. Pant, Ratheesh Raveendran",,,2017,Jan_2017.csv,,,,,,,Seed Funding
26.0,16/01/2017,ZoloStays,Consumer Internet,Branded PG Accomodation booking platform,Bangalore,"Nexus Venture Partners, Innoven Capital",,"5,000,000",2017,Jan_2017.csv,,,,,,,Private Equity
27.0,16/01/2017,Oi Media,Technology,SAAS Based Media Marketing platform,New Delhi,Quarizon,,,2017,Jan_2017.csv,,,,,,,Seed Funding
28.0,16/01/2017,HipCouch,Consumer Internet,Custom & Modular Furniture platform,Mumbai,Undisclosed Investors,,"700,000",2017,Jan_2017.csv,,,,,,,Seed Funding
29.0,17/01/2017,Curiositi,Consumer Internet,Online Learning Platform,Bangalore,"Menterra Social Impact Fund, Unitus Seed Fund",,"800,000",2017,Jan_2017.csv,,,,,,,Private Equity
30.0,17/01/2017,TinyStep,Consumer Internet,Parenting Info & Social Network,Bangalore,Flipkart,,"2,000,000",2017,Jan_2017.csv,,,,,,,Private Equity
31.0,17/01/2017,Practo,Consumer Internet,Online Healthcare platform,Bangalore,"Tencent,  ru-Net, RSI Fund, Thrive Capital",,"55,000,000",2017,Jan_2017.csv,,,,,,,Private Equity
32.0,17/01/2017,Ketchupp,Consumer Internet,Food Discovery Platform,New Delhi,India Quotient and others,,"441,000",2017,Jan_2017.csv,,,,,,,Seed Funding
33.0,17/01/2017,Hoopy,Consumer Internet,Online Car Service Platform,Gwalior,undisclosed investors,,"500,000",2017,Jan_2017.csv,,,,,,,Seed Funding
34.0,17/01/2017,Ezytruk,Consumer Internet,Logistics and truck aggregator platform,Bangalore,"Ajith Nair, Anish K",,"147,000",2017,Jan_2017.csv,,,,,,,Seed Funding
35.0,18/01/2017,Kratikal,Technology,Cyber Security Solution provider,New Delhi,"Amajit Gupta, Praveen Dubey, J.P. Bhatt",,,2017,Jan_2017.csv,,,,,,,Seed Funding
36.0,18/01/2017,Direct Create,eCommerce,B2B Marketplace for Handicrafts,Gurgaon,Rajasthan Venture Capital Fund,,,2017,Jan_2017.csv,,,,,,,Seed Funding
37.0,18/01/2017,Vahdam Teas,eCommerce,Online Tea etailer,New Delhi,"Mumbai Angels Network, Fireside Ventures, Singapore Angel Network",,"650,000",2017,Jan_2017.csv,,,,,,,Seed Funding
38.0,18/01/2017,Qwikspec,Technology,Cloud-based construction,Bangalore,Undisclosed Investors,,"300,000",2017,Jan_2017.csv,,,,,,,Seed Funding
39.0,19/01/2017,PParke,Consumer Internet,Parking Solutions mobile app,Bangalore,SB Ventures,,,2017,Jan_2017.csv,,,,,,,Seed Funding
40.0,19/01/2017,Weddingz.in,Consumer Internet,Online Marketplace for Wedding Venues and vendors,Mumbai,Singularity Ventures,,"1,000,000",2017,Jan_2017.csv,,,,,,,Private Equity
41.0,19/01/2017,Native Special,eCommerce,Indian Sweets & Snacks etailer,Karur,"Indian Angel Network, Native Angels Network",,,2017,Jan_2017.csv,,,,,,,Seed Funding
42.0,19/01/2017,Fitnapp,Consumer Internet,Fitness Mobile App,Noida,SD Group,,,2017,Jan_2017.csv,,,,,,,Private Equity
43.0,20/01/2017,Ethosh,Technology,Visual and Interactive communications Solutions,Pune,Deepak Nathani,,,2017,Jan_2017.csv,,,,,,,Seed Funding
44.0,20/01/2017,Wydr,eCommerce,B2B Wholesale Marketplace in India,Gurgaon,"Bessemer Venture Partners, Stellaris Venture Partners, Jungle Venture Partners, Axis Capital",,,2017,Jan_2017.csv,,,,,,,Private Equity
45.0,20/01/2017,Tyre Express,Technology,IoT platform for Tyre Performance management & tracking,Mumbai,IvyCamp Ventures,,,2017,Jan_2017.csv,,,,,,,Seed Funding
46.0,20/01/2017,Connaizen,Technology,Data Analytics platform,New Delhi,Umang Moondra,,,2017,Jan_2017.csv,,,,,,,Seed Funding
47.0,22/01/2017,MessaGif,Consumer Internet,social messaging platform,New Delhi,Undisclosed investor,,"50,000",2017,Jan_2017.csv,,,,,,,Seed Funding
48.0,23/01/2017,SmartHi,Technology,Audit automation Solutions,Pune,Singapore based investor,,,2017,Jan_2017.csv,,,,,,,Seed Funding
49.0,23/01/2017,CRON Systems,Technology,Border Intrusion Alert Solutions,New Delhi,YourNest Fund II,,,2017,Jan_2017.csv,,,,,,,Seed Funding
50.0,23/01/2017,CueMath,Technology,Maths Learning program,New Delhi,"CapitalG, Sequoia India",,"15,000,000",2017,Jan_2017.csv,,,,,,,Private Equity
51.0,23/01/2017,ChipperSage,Technology,Online learning platform,Bangalore,India Educational Investment Fund,,,2017,Jan_2017.csv,,,,,,,Seed Funding
52.0,24/01/2017,SelectJobs,Consumer Internet,Online Job portal,Mumbai,India Educational Investment Fund,,,2017,Jan_2017.csv,,,,,,,Seed Funding
53.0,24/01/2017,Khel Now,Consumer Internet,Mobile-based Social Platform for Sports,Bangalore,Indochine International,,"500,000",2017,Jan_2017.csv,,,,,,,Private Equity
54.0,24/01/2017,NowFloats,Consumer Internet,Platform to take businesses online,Hyderabad,"Iron Pillar and IIFL, Blume Ventures, Omidyar Network",,"10,000,000",2017,Jan_2017.csv,,,,,,,Private Equity
55.0,24/01/2017,Lets Transport,Consumer Internet,Online transport vehicle booking platform,Bangalore,"GMO Japan, Neelesh Bhatnagar",,"4,000,000",2017,Jan_2017.csv,,,,,,,Private Equity
56.0,24/01/2017,BetaOut,Technology,ECommerce Marketing Software,Noida,East Ventures & Others,,,2017,Jan_2017.csv,,,,,,,Private Equity
57.0,25/01/2017,Wishberry,Consumer Internet,Crowdfunding Platform,Mumbai,"Sharad Sharma, Rajan Anandan,  Amit Ranjan, Alok Mittal & others",,,2017,Jan_2017.csv,,,,,,,Seed Funding
58.0,25/01/2017,RML Agtech,Technology,Agri Decision Support Solution for farmers,Pune,IvyCap Ventures,,"4,000,000",2017,Jan_2017.csv,,,,,,,Private Equity
59.0,25/01/2017,LoyaltyPrime,Technology,Loyalty program management solutions,New Delhi,"Senovo, Unternehmertum Venture Capital, Alexander Bruehl",,,2017,Jan_2017.csv,,,,,,,Private Equity
60.0,25/01/2017,InstaSafe,Technology,Security-as-a-Service solution provider,Bangalore,ABM Knowledgeware,,"2,200,000",2017,Jan_2017.csv,,,,,,,Private Equity
61.0,25/01/2017,Infibeam,eCommerce,eCommerce Marketplace,Ahmedabad,"Bennett, Coleman and Company Ltd",,"8,800,000",2017,Jan_2017.csv,,,,,,,Private Equity
62.0,2/01/2017,99Games,Technology,Mobile Game Developer Studio,Udupi,Dream Incubator,,,2017,Jan_2017.csv,,,,,,,Seed Funding
63.0,26/01/2017,AirMed Labs,Consumer Internet,Health Tests Booking platform & ePharmacy,Ahmedabad,Brand Capital,,"1,400,000",2017,Jan_2017.csv,,,,,,,Private Equity
64.0,26/01/2017,99PerHour,Consumer Internet,Hyper-local Handyman Service provider,Chennai,V Aanand R,,"300,000",2017,Jan_2017.csv,,,,,,,Seed Funding
65.0,26/01/2017,Kochi Post,Consumer Internet,English Online News portal,Kochi,"Rajesh Yohannan, Puthen & Cole",,,2017,Jan_2017.csv,,,,,,,Seed Funding
66.0,30/01/2017,Intuit Things,Technology,IoT solutions for home automation applications,Mumbai,Sanjay Mehta & Others ( The Ten Minute Million),,"106,000",2017,Jan_2017.csv,,,,,,,Seed Funding
67.0,30/01/2017,Cloudrino,Technology,Cloud based Virtual Servers,New Delhi,The Ten Minute Million,,"22,500",2017,Jan_2017.csv,,,,,,,Seed Funding
68.0,30/01/2017,FabX,eCommerce,Used Furniture Marketplace,Mumbai,The Ten Minute Million,,"68,000",2017,Jan_2017.csv,,,,,,,Seed Funding
69.0,30/01/2017,Maptags,Consumer Internet,Smart Online address tags,Bangalore,The Ten Minute Million,,"18,000",2017,Jan_2017.csv,,,,,,,Seed Funding
70.0,30/01/2017,YOLO Health,Consumer Internet,Online Healthcare platform,Mumbai,Chandigarh Angels Network (CAN),,,2017,Jan_2017.csv,,,,,,,Seed Funding
71.0,31/01/2017,Heads Up For Tails,eCommerce,Online Pet Products Store,New Delhi,Undisclosed Investors,,"2,000,000",2017,Jan_2017.csv,,,,,,,Private Equity
72.0,31/01/2017,Register My Marriage,Consumer Internet,Online Marriage Registration services,New Delhi,Mumbai Angels,,,2017,Jan_2017.csv,,,,,,,Seed Funding
73.0,31/01/2017,,,,,,,,2017,Jan_2017.csv,,,,,,,
1.0,01/07/2017,Billion Loans,Consumer Internet,Peer to Peer Lending platform,Bangalore,Reliance Corporate Advisory Services Ltd,Seed Funding,"1,000,000",2017,Jul_2017.csv,,,,,,,
2.0,03/07/2017,Ecolibriumenergy,Technology,Energy management solutions provider,Ahmedabad,"Infuse Ventures, JLL",Private Equity,"2,600,000",2017,Jul_2017.csv,,,,,,,
3.0,04/07/2017,Droom,eCommerce,Online marketplace for automobiles,Gurgaon,"Asset Management (Asia) Ltd, Digital Garage Inc",Private Equity,"20,000,000",2017,Jul_2017.csv,,,,,,,
4.0,05/07/2017,Jumbotail,eCommerce,online marketplace for food and grocery,Bangalore,"Kalaari Capital, Nexus India Capital Advisors",Private Equity,"8,500,000",2017,Jul_2017.csv,,,,,,,
5.0,05/07/2017,Moglix,eCommerce,B2B marketplace for Industrial products,Noida,"International Finance Corporation, Rocketship, Accel Partners, Jungle Ventures, Shailesh Rao, Venture Highway",Private Equity,"12,000,000",2017,Jul_2017.csv,,,,,,,
6.0,05/07/2017,Timesaverz,Consumer Internet,Hyperlocal home services provider,Mumbai,BCCL,Private Equity,"1,000,000",2017,Jul_2017.csv,,,,,,,
7.0,06/07/2017,Minjar,Technology,Cloud Solutions provider,Bangalore,"Blume Ventures, Contrarian Capital India Partners, Emergent Ventures India, Pallav Nadhani, Ashish Gupta, Sharad Sharma, Sirion Labs",Seed Funding,,2017,Jul_2017.csv,,,,,,,
8.0,06/07/2017,MyCity4kids,Consumer Internet,parenting blog and kids’ events discovery platform,Gurgaon,,Seed Funding,,2017,Jul_2017.csv,,,,,,,
9.0,07/07/2017,Clip App,Consumer Internet,Digital Media Video platform,Bangalore,"India Quotient, Shunwei Capital",Seed Funding,"1,000,000",2017,Jul_2017.csv,,,,,,,
10.0,07/07/2017,Upwardly.in,Consumer Internet,MF investment platform,Bangalore,"Sreeram Iyer, Suvo Sarkar, Anita Gupta, Likemind Ventures",Seed Funding,,2017,Jul_2017.csv,,,,,,,
11.0,10/07/2017,Autorox.co,Technology,Workshop Management Software Platform,Hyderabad,Mitsui & Co.,Private Equity,"3,000,000",2017,Jul_2017.csv,,,,,,,
12.0,11/07/2017,Fabogo,Consumer Internet,Salon & Spa Aggregation & Discovery platform,Pune,Dunamis Ventures Pte Ltd,Private Equity,"2,250,000",2017,Jul_2017.csv,,,,,,,
13.0,11/07/2017,Flickstree,Consumer Internet,Video Content Discovery Platform,Mumbai,"Venture Catalysts, Sourav Ganguly, Ankit Aditya, Moksh Sports Ventures",Seed Funding,"464,000",2017,Jul_2017.csv,,,,,,,
14.0,11/07/2017,Design Cafe,Consumer Internet,Online Interior Design platform,Bangalore,"Fireside Ventures, Apurva Salarpuria, Sidharth Pansari, Sprout Capital",Seed Funding,,2017,Jul_2017.csv,,,,,,,
15.0,12/07/2017,Innoviti,Technology,Digital payments solutions,Bangalore,"SBI-FMO Fund, Bessemer Venture Partners, Catamaran Ventures",Private Equity,"18,500,000",2017,Jul_2017.csv,,,,,,,
16.0,12/07/2017,VDeliver,Logistics,Door Step Delivery platform,Hyderabad,"Corvus Ventures, MAPE Advisory Group",Private Equity,,2017,Jul_2017.csv,,,,,,,
17.0,12/07/2017,Bottr.me,Technology,Chatbot creation tool,Bangalore,"500 Startups, Purvi Capital, Rajan Anandan, Abhishek Gupta",Seed Funding,,2017,Jul_2017.csv,,,,,,,
