Sr. No.,Date(dd/mm/yyyy),Startup Name,Industry/ Vertical,Sub-Vertical,City / Location,Investors’ Name,Invest-mentType,Amount (in USD),Year,Source_File
38.0,13/07/2016,CityFurnish,Consumer Internet,Online Furniture Renting Platform,Gurgaon,Brand Capital,Seed Funding,,2016,Jul_2016.csv
39.0,13/07/2016,HEAL Institute,Healthcare,Sports Focused Healthcare Startup,Mumbai,"Jaspal Bindra, Parth Jindal",Seed Funding,,2016,Jul_2016.csv
40.0,14/07/2016,Augrav,eCommerce,Personalized precious Jewellery etailer,Coimbatore,Keiretsu Forum,Seed Funding,"450,000",2016,Jul_2016.csv
41.0,14/07/2016,ShoppinPal,Technology,M-Commerce Solutions for Retail Stores,Pune,"Plug and Play Tech Center, Steelhead Ventures & Others",Private Equity,"1,070,000",2016,Jul_2016.csv
42.0,14/07/2016,TransTutors/AskIITians,Consumer Internet,Online Education & Tutoring portals,New Delhi,500 Startups,Private Equity,,2016,Jul_2016.csv
43.0,15/07/2016,WorkApps,Technology,Enterprise Work Management Software,Pune,SRI Capital,Seed Funding,"1,000,000",2016,Jul_2016.csv
44.0,15/07/2016,BankerBay,Consumer Internet,Online Investment Banking platform,Bangalore,undisclosed investors,Private Equity,"2,000,000",2016,Jul_2016.csv
45.0,15/07/2016,BaggOut,eCommerce,Women’s Fashion etailer,New Delhi,"Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan",Seed Funding,,2016,Jul_2016.csv
46.0,15/07/2016,TripShelf,eCommerce,Travel Package Marketplace,New Delhi,GEMS group,Seed Funding,"250,000",2016,Jul_2016.csv
47.0,15/07/2016,SatvaCart,eCommerce,Online Grocers,New Delhi,"Abhijit Avasthi, Karan Chellani, SP Vijay",Seed Funding,,2016,Jul_2016.csv
48.0,15/07/2016,Ridlr,Consumer Internet,Public Transport Mobile App,Mumbai,"Times Internet,Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,"6,000,000",2016,Jul_2016.csv
49.0,18/07/2016,Yellowdig,Consumer Internet,Online Learning Platform,Pune,SRI Capital,Seed Funding,"650,000",2016,Jul_2016.csv
50.0,18/07/2016,Zuppler,Consumer Internet,Online Food Ordering platform,New Delhi,SRI Capital,Seed Funding,"650,000",2016,Jul_2016.csv
51.0,18/07/2016,BlueStone,eCommerce,Jewellery Etailer,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,"30,000,000",2016,Jul_2016.csv
52.0,18/07/2016,underDOGS,Technology,Game Development Startup,Mumbai,Intelli Reboot Digital Pvt. Ltd,Private Equity,,2016,Jul_2016.csv
53.0,18/07/2016,ImageProVision,Technology,Image Analysis Solutions,Pune,Satish Jamdar,Seed Funding,,2016,Jul_2016.csv
54.0,19/07/2016,Sagacito,Technology,Cloud-Based Enterprise Solutions,New Delhi,Star India Pvt. Ltd,Private Equity,"10,000,000",2016,Jul_2016.csv
55.0,19/07/2016,Deal4Loans/Wishfin,Consumer Internet,Loans Comparison platform,Noida,Franklin Templeton International Services Pvt. Ltd,Private Equity,"15,000,000",2016,Jul_2016.csv
56.0,19/07/2016,NiYO Solutions,Technology,Payroll & Benefits Software solutions,Bangalore,Prime Venture Partners,Private Equity,"1,000,000",2016,Jul_2016.csv
57.0,19/07/2016,AppLop,Consumer Internet,Mobile Apps SaaS Platform,Gurgaon,Green House Ventures Accelerator,Seed Funding,"250,000",2016,Jul_2016.csv
58.0,20/07/2016,Tax2Win,Consumer Internet,Online Tax Filing Portal,Jaipur,Undisclosed Investors,Private Equity,"1,000,000",2016,Jul_2016.csv
59.0,20/07/2016,Truckola,Logistics,Tech-focused cargo transport startup,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed Funding,"595,000",2016,Jul_2016.csv
60.0,20/07/2016,iServe Financial,Consumer Internet,Loan Comparison & Deals platform,Pune,Nilesh Shah,Seed Funding,,2016,Jul_2016.csv
61.0,21/07/2016,MyTaxiIndia,Consumer Internet,Online Car rental booking platform,New Delhi,Nihon Kotsu Co,Private Equity,"1,000,000",2016,Jul_2016.csv
62.0,21/07/2016,AbeRuk,eCommerce,Online Marketplace for books,Bangalore,Swastika Company Pvt Ltd,Seed Funding,,2016,Jul_2016.csv
63.0,21/07/2016,Wiwigo,Consumer Internet,Inter-City Taxi Booking platform,Bangalore,Indian Angel Network,Seed Funding,"595,000",2016,Jul_2016.csv
64.0,21/07/2016,Drums Food,Food & Beverage,Yogurt and Ice Cream maker,Mumbai,"Verlinvest, DSG Consumer Partners",Private Equity,"6,600,000",2016,Jul_2016.csv
65.0,22/07/2016,Treebo Hotels,Consumer Internet,Budget Hotel Aggregator & Booking platform,Bangalore,"Bertelsmann India Investments, SAIF Partners, Matrix Partners India.",Private Equity,"16,700,000",2016,Jul_2016.csv
66.0,22/07/2016,Skrilo,Consumer Internet,Mobile Marketing & Rewards Platform,Gurgaon,"Anuj Srivastava, Arvind Tiku",Seed Funding,"1,500,000",2016,Jul_2016.csv
67.0,22/07/2016,UrDoorStep,Consumer Internet,On-demand Grocery delivery portal,Bangalore,CP Murali,Seed Funding,"300,000",2016,Jul_2016.csv
68.0,22/07/2016,SimplyMoveIn,eCommerce,online marketplace for curated rental properties,Bangalore,Swastika Company Ltd,Seed Funding,,2016,Jul_2016.csv
69.0,25/07/2016,QwikCilver,Consumer Internet,Gift Card Services Provider,Bangalore,"Sistema Asia Fund, Amazon Asia-Pacific, Accel India, Helion Venture Partners",Private Equity,"10,000,000",2016,Jul_2016.csv
70.0,25/07/2016,QDesk,Consumer Internet,Online Workspace provider,New Delhi,"Anuraag Jaipuria, Rishi Kajaria, Ruchirans Jaipuria, Dheeraj Jain, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,,2016,Jul_2016.csv
71.0,25/07/2016,10i Commerce Services,Technology,ECommerce Technology Solutions,Bangalore,Nandan Nilekani,Seed Funding,,2016,Jul_2016.csv
72.0,25/07/2016,Lucideus,Technology,Cyber Security Solutions,New Delhi,Sanjay Baweja,Seed Funding,,2016,Jul_2016.csv
73.0,26/07/2016,WakoW,Consumer Internet,Hyperlocal Interest based Mobile Social Network,New Delhi,Undisclosed Investor,Seed Funding,"141,000",2016,Jul_2016.csv
74.0,26/07/2016,Zoom Car,Consumer Internet,Self Driver Car Rentals,Bangalore,"Ford Motor Company, Sequoia Capital, Reliance Ventures",Private Equity,"25,000,000",2016,Jul_2016.csv
75.0,26/07/2016,e27,Consumer Internet,Online Tech Media Portal,Singapore,TechTemple Group,Private Equity,"2,200,000",2016,Jul_2016.csv
76.0,26/07/2016,Big Deal,Consumer Internet,Student Deals Discovery Platform,New Delhi,EVC Ventures,Seed Funding,"100,000",2016,Jul_2016.csv
77.0,27/07/2016,Square Plums,Consumer Internet,Shared Accommodation Discovery platform,Bangalore,Indian Angel Network,Seed Funding,"446,000",2016,Jul_2016.csv
78.0,27/07/2016,IStyleyou,Consumer Internet,Online Fashion Styling & Chat app,Gurgaon,Rannvijay Singh,Seed Funding,,2016,Jul_2016.csv
79.0,27/07/2016,Mezi,Consumer Internet,AI based personal Shopping Assistant,SFO,"Nexus Venture Partners, Saama Capital, American Express Ventures",Private Equity,"9,000,000",2016,Jul_2016.csv
80.0,27/07/2016,Byndr,Consumer Internet,Mobile learning management platform,Hyderabad,Education Design Studio,Seed Funding,"700,000",2016,Jul_2016.csv
81.0,28/07/2016,Modasta,Consumer Internet,Multi-lingual health content portal,Bangalore,Undisclosed HNIs,Seed Funding,"1,500,000",2016,Jul_2016.csv
82.0,28/07/2016,MaxWholesale,eCommerce,B2B Wholesale Marketplace,New Delhi,"Maple Capital Advisors, Abhinav Grover",Seed Funding,"150,000",2016,Jul_2016.csv
83.0,28/07/2016,Neuron,Technology,Machine Learning Platform,New Delhi,"Harvinder Singh Bhatia, TLabs Accelerator",Seed Funding,"200,000",2016,Jul_2016.csv
84.0,28/07/2016,Tiyo,Consumer Internet,Doctor Discovery & healthcare info platform,Kolkata,"Anish K, Ajith Nair",Seed Funding,"120,000",2016,Jul_2016.csv
85.0,29/07/2016,GoCoop,eCommerce,Social Marketplace for Cooperative Enterprises,Bangalore,"Kris Gopalakrishnan, Saha Fund",Private Equity,"830,000",2016,Jul_2016.csv
86.0,29/07/2016,Lemon Leaf,Technology,Fresh Fruit and Vegetable Supply Chain Tech Builder,New Delhi,"Saurabh Sahni, Tushar Gupta",Seed Funding,"133,000",2016,Jul_2016.csv
87.0,29/07/2016,Appsay,Consumer Internet,Customer Engagement Platform,Pune,"Shreyans Shah, Mayank Shah",Seed Funding,"150,000",2016,Jul_2016.csv
88.0,29/07/2016,Fella Homes,Consumer Internet,Home Rental discovery & Booking platform,Gurgaon,Undisclosed investors,Seed Funding,"2,000,000",2016,Jul_2016.csv
89.0,29/07/2016,HelloDhobi,Consumer Internet,On-Demand Laundry & Dry cleaning Services,Pune,Swastika Company Ltd,Seed Funding,,2016,Jul_2016.csv
90.0,,,,,,,,,2016,Jul_2016.csv
,,,,,,,,,2016,Jul_2016.csv
,,,,,,,,,2016,Jul_2016.csv
1.0,01/6/2016,Chikoop,Consumer Internet,Free Ad based Voice Calling,Indore,Undisclosed Investors,Seed Funding,,2016,Jun_2016.csv
2.0,01/6/2016,BRIDGEi2I,Technology,Data Analytics Platform,Bangalore,Edelweiss Private Equity,Private Equity,,2016,Jun_2016.csv
3.0,02/6/2016,Droom,eCommerce,Online marketplace for used automobiles,New Delhi,"Beenext, Digital Garage, Lightbox, Beenos",Private Equity,,2016,Jun_2016.csv
4.0,02/6/2016,Visit,Consumer Internet,On-Demand Healthcare Service provider,New Delhi,MapmyIndia,Seed Funding,,2016,Jun_2016.csv
5.0,02/6/2016,Atomberg,Technology,"smart, energy efficient home appliance manufacturer",Mumbai,Parampara Capital,Private Equity,"1,000,000",2016,Jun_2016.csv
6.0,02/6/2016,Coutloot,eCommerce,Fashion Re-Commerce Platform,Mumbai,Venture Catalysts,Seed Funding,,2016,Jun_2016.csv
7.0,02/6/2016,Limo,Consumer Internet,Bus Aggregator Mobile app,Mumbai,Rainmaker Ventures,Private Equity,"1,000,000",2016,Jun_2016.csv
8.0,03/6/2016,iCliniq,Consumer Internet,Doctor Consultation platform,Bangalore,MadhanKumar Madathupalayam,Seed Funding,,2016,Jun_2016.csv
9.0,03/6/2016,GoGo Truck,Consumer Internet,Truck Aggregator & Booking platform,Chennai,Undisclosed Investor,Seed Funding,"75,000",2016,Jun_2016.csv
10.0,03/6/2016,Vyome Biosciences,Healthcare,Treatment Development for Antibiotic-resistant diseases,New Delhi,Romulus Capital,Private Equity,"2,000,000",2016,Jun_2016.csv
11.0,06/6/2016,SillyMonks,Consumer Internet,Digital Media and Entertainment Startup,Hyderabad,Sreenivasa Reddy Musani,Seed Funding,"448,000",2016,Jun_2016.csv
12.0,07/06/2016,CueMath,Education,K-12 Maths Learning Courses,Bangalore,"Sequoia Capital, Unitus Seed Fund",Private Equity,"4,000,000",2016,Jun_2016.csv
13.0,07/06/2016,KrazyBee,Consumer Internet,Student Micro-Loan platform,Bangalore,"Yeahmobi, Fenqile",Private Equity,"2,000,000",2016,Jun_2016.csv
14.0,07/06/2016,Intgrea,Technology,Post merger Integration Partners,Bangalore,Undisclosed Investor,Seed Funding,"100,000",2016,Jun_2016.csv
15.0,07/06/2016,HelpShift,Technology,Mobile CRM Platform,Pune,"Microsoft Ventures, Salesforce Ventures",Private Equity,"23,000,000",2016,Jun_2016.csv
16.0,07/06/2016,CreditVidya,Technology,Credit Scoring Platform,Mumbai,Kalaari Capital,Private Equity,"1,000,000",2016,Jun_2016.csv
17.0,08/06/2016,Grey Campus,Consumer Internet,Online Learning Platform,Hyderabad,Sarath Sura,Seed Funding,"1,000,000",2016,Jun_2016.csv
18.0,08/06/2016,ListUp,eCommerce,Location based Classified Mobile app,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed Funding,"500,000",2016,Jun_2016.csv
19.0,08/06/2016,6Degree,Technology,Tech-enabled Fashion Talent platform,Mumbai,Indian Angel Network,Seed Funding,"200,000",2016,Jun_2016.csv
20.0,08/06/2016,Shopwati,Consumer Internet,Online Fashion Discussion Community,Gurgaon,Sanjiv Rai,Seed Funding,,2016,Jun_2016.csv
21.0,08/06/2016,Cookifi,Consumer Internet,Online Chef Discovery & Booking Service,Bangalore,"Kunal Shah, Aneesh Reddy, Tracxn Labs, Venkat Tadanki, Krishna Mehra, Amit Rathore",Seed Funding,,2016,Jun_2016.csv
22.0,08/06/2016,StoreKing,eCommerce,Connecting Small Town Consumers to E-Commerce,Bangalore,Axiata Digital,Private Equity,"16,000,000",2016,Jun_2016.csv
23.0,08/06/2016,Wired Hub,Real Estate,Co-Working Spaces,Jaipur,"Ankit Maheshwari, Anand Singh",Seed Funding,,2016,Jun_2016.csv
24.0,08/06/2016,MySeniorDoctor,Consumer Internet,Online medical support platform,Gurgaon,BlackJag Partners,Seed Funding,"200,000",2016,Jun_2016.csv
25.0,09/06/2016,Teabox,eCommerce,Online Tea Store,Siliguri,Cameron Jones,Seed Funding,,2016,Jun_2016.csv
26.0,09/06/2016,ExtraaEdge,Consumer Internet,Student Acquisition Platform,Pune,"Ritesh Dwivedy, Priti Padhy",Seed Funding,,2016,Jun_2016.csv
27.0,09/06/2016,EPayLater,Technology,Fin-Tech Platform,Mumbai,3 undisclosed HNIs,Seed Funding,"2,000,000",2016,Jun_2016.csv
28.0,10/06/2016,Kyazoonga,eCommerce,Online event ticketing Platform,Mumbai,Ratan Tata,Seed Funding,,2016,Jun_2016.csv
29.0,10/06/2016,Paytunes,Consumer Internet,Mobile based rewards platform,New Delhi,"CIO Angel Network, Indian Angel Network",Private Equity,"500,000",2016,Jun_2016.csv
30.0,10/06/2016,Kickstart Jobs,Technology,Entry level hiring platform,Gurgaon,"Vivek Joshi, Mohit Satyanand, Amit Banati, Arun Khanna",Seed Funding,,2016,Jun_2016.csv
31.0,10/06/2016,Freshee,FMCG,Household packaging & Storage product manufacturer,Mumbai,Edelweiss Private Equity,Private Equity,,2016,Jun_2016.csv
32.0,10/06/2016,MadRat Games,Technology,Wearable Gaming Platform,Bangalore,"Ratan Tata, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Girish Mathrubootham",Seed Funding,,2016,Jun_2016.csv
33.0,11/06/2016,Jazzmyride,eCommerce,Auto Parts & Accessories eTailer,New Delhi,TVS Automobile Solutions Ltd,Private Equity,,2016,Jun_2016.csv
34.0,11/06/2016,AutoSense,Technology,Data Analytics based Customer Management Services,New Delhi,TVS Automobile Solutions Ltd,Private Equity,,2016,Jun_2016.csv
35.0,11/06/2016,Redsun Telematics,Consumer Internet,Internet of Things Platform,Chennai,TVS Automobile Solutions Ltd,Private Equity,,2016,Jun_2016.csv
36.0,13/06/2016,KhanaGadi,Consumer Internet,Online Food Delivery for Train Travelers,Jaipur,50K Ventures,Seed Funding,,2016,Jun_2016.csv
37.0,13/06/2016,Bombay Shirt Company,eCommerce,Online custom Shirt retailer,Mumbai,undisclosed investor,Private Equity,"1,000,000",2016,Jun_2016.csv
38.0,13/06/2016,Matrubharti,Consumer Internet,e-Book Publisher,,Viridian Capital,Seed Funding,"30,000",2016,Jun_2016.csv
39.0,14/06/2016,EdTechReview,Consumer Internet,Education based online portal,New Delhi,EVC Ventures,Seed Funding,,2016,Jun_2016.csv
40.0,14/06/2016,Bonhomia,Food & Beverage,Premium Tea & Coffee Capsules maker,New Delhi,Valpro Capital and existing investors,Private Equity,,2016,Jun_2016.csv
41.0,14/06/2016,Gobolt,Logistics,B2B Logistics provider,New Delhi,MCube8,Seed Funding,,2016,Jun_2016.csv
42.0,14/06/2016,Jivox,Technology,Data Driven Advertising platform,Bangalore,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,"6,000,000",2016,Jun_2016.csv
43.0,14/06/2016,Sminq,Consumer Internet,Queue management Mobile app,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed Funding,"1,000,000",2016,Jun_2016.csv
44.0,14/06/2016,CureJoy,Consumer Internet,Online Alternative health community platform,Bangalore,Accel Partners India,Private Equity,"4,400,000",2016,Jun_2016.csv
45.0,15/06/2016,Oneway.cab,Consumer Internet,Taxi Rental Platform,Vadodara,Indian Angel Network,Seed Funding,"450,000",2016,Jun_2016.csv
46.0,15/06/2016,GrabOnRent,eCommerce,On-demand product rental marketplace,Bangalore,IvyCap Ventures and Unicorn India Ventures,Private Equity,,2016,Jun_2016.csv
47.0,16/06/2016,Diro Labs,Consumer Internet,Contact Management Mobile App,New Delhi,Info Edge (India) Ltd,Private Equity,"450,000",2016,Jun_2016.csv
48.0,16/06/2016,Unnati Helpers,Consumer Internet,Help Hiring Platform,Gurgaon,Info Edge (India) Ltd,Private Equity,"600,000",2016,Jun_2016.csv
49.0,16/06/2016,Athletto,Consumer Internet,Sports Venue discovery and booking platform,Bangalore,Atul Ingle,Seed Funding,,2016,Jun_2016.csv
50.0,16/06/2016,Saavn,Consumer Internet,Web/Mobile Music Streaming service,USA,Guy Oseary,Private Equity,,2016,Jun_2016.csv
51.0,16/06/2016,Voonik,eCommerce,Online Women’s Fashion Marketplace,Bangalore,Sequoia Capital,Private Equity,"20,000,000",2016,Jun_2016.csv
52.0,16/06/2016,ThinkPhi,Technology,Sustainable Green Tech Solution developer,Mumbai,Nimmagadda Prasad,Seed Funding,,2016,Jun_2016.csv
53.0,17/06/2016,Cleartax,Consumer Internet,Online Tax Filing Platform,New Delhi,"Ravi Adusumalli, SAIF Partners",Private Equity,"12,000,000",2016,Jun_2016.csv
54.0,17/06/2016,Silvan Innovation Labs,Technology,Home Automation Solutions,Bangalore,Infuse Ventures,Private Equity,"900,000",2016,Jun_2016.csv
55.0,17/06/2016,GreytHR,Technology,Payroll & HR Software Developer,Bangalore,"New Enterprise Associates (NEA), Blume Ventures",Private Equity,"5,200,000",2016,Jun_2016.csv
56.0,17/06/2016,Duffl,eCommerce,Fashion Rental Marketplace,Bangalore,BetOnIndia Technology Pvt Ltd,Seed Funding,,2016,Jun_2016.csv
57.0,17/06/2016,BYG,Consumer Internet,Fitness centre Discovery & Booking Mobile app,Bangalore,"Sanjay Verma, Amit Khanna (LetsVenture)",Seed Funding,,2016,Jun_2016.csv
58.0,20/06/2016,Dipper,eCommerce,Freight Logistics Marketplace,New Delhi,Undisclosed investor,Seed Funding,,2016,Jun_2016.csv
59.0,20/06/2016,Qonfuse,Consumer Internet,Online Test Papers for competitive exams,New Delhi,Hamraj Kumar,Seed Funding,,2016,Jun_2016.csv
60.0,20/06/2016,The Indian IRIS,Consumer Internet,Govt Policy Research & Information portal,Ahmedabad,Timbru Ventures,Seed Funding,,2016,Jun_2016.csv
61.0,21/06/2016,Onspoon,Consumer Internet,Online Platform for Event Sponsorship,Mumbai,Swan Angel Network,Seed Funding,"150,000",2016,Jun_2016.csv
62.0,21/06/2016,REstate,Consumer Internet,Real Estate Platform,Bangalore,Idein Ventures,Seed Funding,,2016,Jun_2016.csv
63.0,21/06/2016,Cleartrip,Consumer Internet,Online Travel Agency,Mumbai,"Concur Technologies, Gund Investment",Private Equity,,2016,Jun_2016.csv
64.0,21/06/2016,ProcMart,Consumer Internet,Online Procurement Marketplace,Noida,IndiaMart,Private Equity,,2016,Jun_2016.csv
65.0,21/06/2016,Celerix,Technology,Fintech Product Development & Services Startup,Bangalore,Bitkemy Ventures,Seed Funding,"400,000",2016,Jun_2016.csv
66.0,21/06/2016,NatureNama,Consumer Internet,Online Outdoors & travel,Mumbai,Unicorn Venture,Seed Funding,"225,000",2016,Jun_2016.csv
67.0,21/06/2016,CyclopsMedtech,Technology,Medical Technology Provider,Bangalore,CP Bothra,Seed Funding,,2016,Jun_2016.csv
68.0,21/06/2016,Syona Cosmetics,FMCG,Beauty Products & Training to Salons & Spas,Chennai,The Chennai Angels,Seed Funding,"150,000",2016,Jun_2016.csv
69.0,21/06/2016,PrettySecrets,eCommerce,Women Lingerie Store,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,"6,000,000",2016,Jun_2016.csv
70.0,22/06/2016,SpiderG,Consumer Internet,Online invoice app for SMEs,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding,"150,000",2016,Jun_2016.csv
71.0,23/06/2016,FarEye,Technology,Logistics Management Software,New Delhi,Saif Partners,Private Equity,"3,500,000",2016,Jun_2016.csv
72.0,23/06/2016,The Uolo,Consumer Internet,School Parent Communication App,Bangalore,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,"210,000",2016,Jun_2016.csv
73.0,23/06/2016,Staqu,Technology,Artificial Intelligence based search platform,Gurgaon,Indian Angel Network,Seed Funding,,2016,Jun_2016.csv
74.0,23/06/2016,Padhopadhao,Consumer Internet,Home Tutors search & Discovery,New Delhi,Rise India,Private Equity,,2016,Jun_2016.csv
75.0,24/06/2016,Drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,"50,000",2016,Jun_2016.csv
76.0,24/06/2016,PratiLipi,Consumer Internet,Multi-Lingual self-publishing platform,Bangalore,Nexus Venture Partners,Seed Funding,,2016,Jun_2016.csv
77.0,24/06/2016,ParaBlu,Technology,Cloud Data Security & Privacy Solutions,Bangalore,Kalaari Capital,Seed Funding,"500,000",2016,Jun_2016.csv
78.0,24/06/2016,Schedulers Logistics,Logistics,Cold Storage Logistics solutions,Mumbai,GVFL,Private Equity,"6,000,000",2016,Jun_2016.csv
79.0,24/06/2016,LEAP India,Others,Supply Chain Equipment & Services provider,Mumbai,Mayfield Ventures,Private Equity,"3,000,000",2016,Jun_2016.csv
80.0,24/06/2016,KabadiExpress,Others,Free Door Step Scrap Pickup Service,New Delhi,Undisclosed investor,Seed Funding,"148,000",2016,Jun_2016.csv
81.0,27/06/2016,YourDost,Consumer Internet,Online counselling & Personal coaching platform,Bangalore,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding,"1,200,000",2016,Jun_2016.csv
82.0,27/06/2016,Gomalon,Consumer Internet,Online Spa & Salon discovery & Booking platform,Bangalore,Undisclosed investor,Seed Funding,"100,000",2016,Jun_2016.csv
83.0,27/06/2016,Voler Cars,Consumer Internet,Self-Driven Car rental platform,New Delhi,"Kanodia family, Amit Banka",Seed Funding,,2016,Jun_2016.csv
84.0,27/06/2016,Travelyaari,Consumer Internet,Online ticket booking platform,Bangalore,GVFL Ltd,Private Equity,"3,000,000",2016,Jun_2016.csv
85.0,28/06/2016,FabHotels,Consumer Internet,Online Hotel aggregator & Booking platform,Gurgaon,"Accel Partners, RB Investments",Private Equity,"8,000,000",2016,Jun_2016.csv
86.0,28/06/2016,Locanix,Technology,GPS based SaaS Solutions,Ahmedabad,Undisclosed investors,Seed Funding,"300,000",2016,Jun_2016.csv
87.0,28/06/2016,LendingKart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,"32,000,000",2016,Jun_2016.csv
88.0,28/06/2016,Hello Tax,Consumer Internet,Online Tax Filing Platform,New Delhi,Sanjeev Sinha,Seed Funding,"295,000",2016,Jun_2016.csv
89.0,28/06/2016,MySuperBrain,Consumer Internet,Online Talent Discovery Platform for Kids,Hyderabad,Soniks Consulting,Seed Funding,,2016,Jun_2016.csv
90.0,28/06/2016,BlogBeats,Consumer Internet,Online Blogging Platform,Bangalore,Undisclosed Investor,Seed Funding,,2016,Jun_2016.csv
92.0,29/06/2016,LetReach,eCommerce,ECommerce SAAS Solutions,New Delhi,vCommission,Private Equity,"100,000",2016,Jun_2016.csv
93.0,29/06/2016,TrendieApp,Technology,Visual Content Marketing,Kolkata,Harsh Vardhan Hada,Seed Funding,"50,000",2016,Jun_2016.csv
94.0,29/06/2016,ImpactGuru,Consumer Internet,Crowdfunding Platform,Mumbai,Piyush Jain,Seed Funding,,2016,Jun_2016.csv
95.0,29/06/2016,Velvetcase,eCommerce,Online designer jewellery marketplace,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,"1,500,000",2016,Jun_2016.csv
96.0,30/06/2016,Meru Cabs,Consumer Internet,Online/ Mobile Tax Cab booking,Mumbai,Brand Capital,Private Equity,"25,000,000",2016,Jun_2016.csv
97.0,30/06/2016,Campus Diaries,Consumer Internet,Student focussed Content Discovery portal,Bangalore,Aarin Capital,Seed Funding,"220,000",2016,Jun_2016.csv
98.0,30/06/2016,Scripbox,Consumer Internet,Online Mutual Fund Investment platform,Bangalore,"Omidyar Network, Accel Partners & existing investors",Private Equity,,2016,Jun_2016.csv
99.0,30/06/2016,Biryani Blues,Food & Beverage,QSR Chain,Gurgaon,Carpediem Capital & Others,Private Equity,"368,000",2016,Jun_2016.csv
100.0,30/06/2016,,,,,,,,2016,Jun_2016.csv
,,,,,,,,,2016,Jun_2016.csv
1.0,01/3/2016,DriveU,Consumer Internet,Chauffeurs Discovery for private car owners,Bangalore,Unitus Seed Fund,Seed Funding,,2016,Mar_2016.csv
2.0,01/3/2016,Gympik,Consumer Internet,"Fitness Centres, Gym Discovery online marketplace",Bangalore,RoundGlass Partners,Private Equity,,2016,Mar_2016.csv
3.0,01/3/2016,Testbook,Consumer Internet,Online Test Preparation Platform,Mumbai,S Chand & Co,Private Equity,,2016,Mar_2016.csv
4.0,01/3/2016,IQlect,Technology,Big Data Analytics Platform,Bangalore,"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",Private Equity,,2016,Mar_2016.csv
5.0,02/3/2016,MoMark,Consumer Internet,Mobile Wallet Aggregation platform,Noida,YourNest Angel Fund,Private Equity,"600,000",2016,Mar_2016.csv
6.0,02/3/2016,Skedool,Consumer Internet,AI based Office Assistant Mobile App,Seattle / Bangalore,"Kludein LLCPhanindra Sama, Narayan Ramachandran, Pranav Pai",Seed Funding,,2016,Mar_2016.csv
7.0,02/3/2016,Systemantics,Technology,Industrial robots maker,Bangalore,"Nandan Nilekani, Accel Partners",Private Equity,"1,400,000",2016,Mar_2016.csv
8.0,03/3/2016,Vertuals,Technology,Audio Visual Digital Content creators for Brands,Mumbai,Dino Morea,Seed Funding,,2016,Mar_2016.csv
9.0,03/3/2016,Imarticus Learning,Education,Financial Services & Analytics Education Institute,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,"1,000,000",2016,Mar_2016.csv
10.0,03/3/2016,Shouut,Consumer Internet,Social Discovery Mobile app,New Delhi,Undisclosed investor,Seed Funding,"500,000",2016,Mar_2016.csv
11.0,04/3/2016,TinyStep,Consumer Internet,Parenting Social Network Platform,Bangalore,Matt Glickman,Private Equity,,2016,Mar_2016.csv
12.0,04/3/2016,Aahaa,ECommerce,Office Products Super Store,Chennai,"YourNest Angel Fund,",Private Equity,"1,000,000",2016,Mar_2016.csv
13.0,04/3/2016,Arcatron Mobility,Technology,Smart wheelchair Design and Development,Pune,"Sudhir Mehta, Anoop Hingorani",Seed Funding,,2016,Mar_2016.csv
14.0,04/3/2016,FTCash,Consumer Internet,Mobile Payments Platform,Kolkata,IvyCap Ventures,Seed Funding,"150,000",2016,Mar_2016.csv
15.0,04/3/2016,Civilsdaily,Consumer Internet,Civil Services News Aggregator,New Delhi,Manoj Kumar & Other undisclosed investors,Seed Funding,,2016,Mar_2016.csv
